,date,title,head_titel,main_content,ID
413,Published On 25 Nov 2022,World Cup 2022 key events: Ronaldo makes it five on Day 5,Portuguese striker becomes first player to score in five World Cups while Brazil open tournament in style beating Serbia 2-0.,".Cristiano Ronaldo made history as he became the first player to score in five World Cups, powering Portugal to a 3-2 victory over Ghana on Day 5 of the World Cup in Qatar. .The 37-year-old struck a thumping 61st-minute penalty to put Fernando Santos’s side ahead in the Group H encounter at Stadium 974 in Doha, with the striker keen to show off his talents to potential new clubs following an acrimonious split this week with Manchester United. .Portugal’s advantage did not last long with Ghana captain Andre Ayew drawing his side level in the 73rd minute, marking the first goal by an African side at this year’s tournament. .The Black Stars’s raucous fans broke out in celebration after watching their team fail to take a single shot in the first 45 minutes. .But the jubilant scenes were short-lived, as Portugal turned up the heat with Joao Felix and Rafael Leao scoring twice in the following seven minutes to make it 3-1 at the 80-minute mark. .Any hopes Portugal had of a comfortable stroll to victory, however, were shaken by Ghana’s Osman Bukari, who made it 3-2 in the 89th minute. .A tense nine minutes of extra time followed but Portugal hung on to take three points and put themselves at the top of the group. .Portugal are next in action on Monday against Uruguay. Ghana play South Korea on the same day. .Brazil vs Serbia .Brazil opened their campaign for the World Cup in style with Richarlison powering the tournament favourites to a 2-0 victory against Serbia at the Lusail Stadium. .The 25-year-old striker scored just after the one-hour mark in the Group G fixture and went on to add a spectacular second goal shortly afterwards in the 73rd minute. .Serbia, who had offered staunch resistance for the first two-thirds of the game, were left to chase shadows as Brazil’s players zipped the ball around and staged regular raids on their opponents’ box, underlining their credentials as the most dangerous side in the competition. .But there was concern about star forward Neymar. .The 30-year-old had helped Selecao win the 2013 Confederations Cup and its first Olympic gold medal at the 2016 Rio de Janeiro Games but he limped out of the action against Serbia in the 80th minute after receiving a knock to his right ankle. .Neymar has had problems with that foot before and the Paris St Germain player sat on the bench with his face covered while he received treatment for the remainder of the match. .Brazil’s win leaves them top of Group G, followed by Switzerland. .The South American giants, who are in search of a sixth World Cup win, will play Switzerland on Monday. Serbia will play Cameroon on the same day. .Uruguay vs South Korea .Uruguay and South Korea kicked off their World Cup campaigns at Education City Stadium in Doha with a fast-paced game that ended in a goalless draw. .Despite a lack of goals, the atmosphere in the stadium was electric, with South Korean fans banging on drums throughout the game. .Uruguay – known as La Celeste – came closest to scoring when Diego Godin hit the post with a header in the first half. Federico Valverde hit the post again in the 89th minute with a long-range effort. .South Korea also had several chances and will be frustrated that Hwang Ui-jo could not do more after he found himself unmarked in the 37th minute. .Switzerland vs Cameroon .Playing at the Al Janoub stadium, Switzerland edged past a lively Cameroon side in their Group G game, maintaining their unbeaten record in their opening games at the World Cup. .Forward Breel Embolo scored the winning goal for Switzerland in the first half. .The 25-year-old was born in Cameroon’s capital, Yaoundé, but moved to Switzerland with his family and became a Swiss citizen shortly after his 18th birthday. .After scoring, Embolo raised his hands in an apologetic manner as teammates celebrated around him. He pointed towards Swiss fans behind the goal where he had scored, then to Cameroon fans at the opposite corner of the stadium. .Cameroon were the better side in the opening half, while Switzerland pulled themselves together in the second. .Following their 1-0 victory, Switzerland are due to play Brazil on Monday, while Cameroon will face off against Serbia. .Abubakr Abbass, a 23-year-old from Kenya, has emerged as a fan favourite – and accidental social media sensation – in Qatar. .Sat on a tennis-umpire chair and wearing a large foam finger, he guides the hundreds of fans visiting the historic market, called Souq Waqif, to the metro station nearby with the help of his trusted megaphone. .His helpful advice, “Metro? This way. Metro? This way,” has now become a catchphrase. .“I saw him on TikTok. I thought it was really funny. He makes me laugh; it’s such a simple task,” said a young fan dressed in a Chelsea football shirt. .Al Jazeera has said a video attributed to the news network and circulating on social media is fake. .The video claims that three “drunken” Ukrainian football fans had been arrested and had also spread “Nazi symbols” in Doha. .“The video in question is completely fake and Al Jazeera has never published any news related to this story,” Al Jazeera said in a statement. .The video’s main message about the “Ukrainian Nazis” echoes pro-Russian misinformation circulating on the internet. .“The basic Russian narrative for export is the allegedly ‘Nazi’ character of Ukraine’s political regime,” Kyiv-based analyst Aleksey Kushch told Al Jazeera. .The claims “serve as justification of the war both for [a] domestic [Russian] audience and for foreign [audiences]”, Kushch said. .While Ukraine has some outspoken far-right, ultra-nationalist and white supremacist groups, their current influence on Ukraine’s political life is limited.",413
414,Published On 24 Nov 2022,Photos: Showman Richarlison stars as Brazil beat Serbia 2-0,,".Brazil kicked off their World Cup campaign in style on Thursday. It was not an easy win over Serbia but they got there in the end. .After a scoreless first half, Brazil took the lead in the 62nd minute. A shot by Vinicius Junior was well blocked by the Serbian keeper, but the rebound fell to Richarlison who instinctively poked it in. .Ten minutes later, Richarlison controlled Vinicius Junior’s low cross, swivelled and mid-flight launched a scissor kick that flew into the bottom corner. .In Richarlison, Brazil found their showman. .Still, Serbia deserved credit for their performance. For an hour, they held Brazil comfortably at bay. Their attacking threat was minimal but their discipline and drive were commendable. .Brazil are widely tipped to be strong contenders for this year’s World Cup. Their squad is stacked with quality and attacking threats, with star forward Neymar eyeing a legacy-making tournament. .Serbia is making its third appearance at the World Cup as an independent nation after debuting at the 2010 tournament in South Africa. .On Monday, Brazil faces Switzerland and Serbia faces Cameroon in the next set of Group G matches.",414
415,Published On 24 Nov 2022,Photos: Ronaldo makes history as Portugal beat Ghana 3-2,The Portuguese star has become the first male player to score in five World Cups.,".Cristiano Ronaldo became the first male player to score in five World Cups as Portugal opened its campaign against Ghana, the lowest-ranked team in the tournament. .Despite his recent struggles and controversies at the club level, Ronaldo spectacularly led the line for his national team in the game on Thursday, which ended in a 3-2 victory for Portugal. .After a scoreless first half, Ronaldo converted from the spot in the 65th minute to give Portugal a 1-0 lead against Ghana. .Ghana’s Andre Ayew then scored an equaliser, after which Portugal got two goals in quick succession to make the score 3-1. A goal by Ghana’s Osman Bukari made it 3-2 in the 89th minute. .Portugal’s victory puts the team at the top of Group H ahead of their next match against Uruguay on Monday. Ghana’s next match is against South Korea on Monday.",415
416,Published On 24 Nov 2022,Brazil’s Richarlison sparkles in 2-0 win over Serbia,Tournament favourites shoot to the top of Group G after their number nine nets twice to break Serbia’s resolve.,".Brazil’s Richarlison powered his side to a 2-0 victory against Serbia at the Lusail Stadium as the tournament’s favourites opened their World Cup campaign in sparkling style. .The 25-year-old striker opened the Selecao’s account just after the hour mark in Thursday evening’s Group G fixture and went on to add a spectacular second shortly afterwards in the 73rd minute. .The latter strike saw the Tottenham Hotspur forward convert a cross from winger Vinicius Jr by popping the ball up over his head before leaping up in the air to volley home a stunning bicycle kick, sending the tens of thousands of Brazilian fans crammed inside the 89,000-capacity arena into raptures and effectively ending any hopes of a comeback. .Serbia, who had offered staunch resistance for the first two-thirds of the game, were left to chase shadows in the final throws as Brazil’s players zipped the ball around and staged regular raids on their opponents’ box, underlining their credentials as the most dangerous side in the competition. .Serbia, for their part, had been sweating over the fitness of their all-time top scorer Aleksandar Mitrovic but coach Dragan Stojkovic named him in the starting lineup. .Unlike Brazil’s forward line, however, which threatened from all sides, the Fulham striker found himself isolated up front with little service. .Brazil coach Tite started with an attack-minded squad that included four forwards – Neymar, Vinicius Jr, Raphinha and Richarlison. Attacking midfielder Lucas Paqueta played alongside Casemiro, the lone defensive midfielder. .But Serbia had several players back and were able to keep the men in yellow from creating many significant opportunities. Neymar tried to control the pace but struggled to find space up front. He, Vinicius Jr and Raphinha all squandered chances early on. .Brazil’s best chance before Richarlison’s opening goal had been a low long-range shot by Alex Sandro that hit the post in the 60th minute. Neymar had his best opportunities with a free kick and shot from near the penalty spot in the preceding 10 minutes. .The 30-year-old has arrived at his third World Cup as Brazil’s main attraction having helped the Selecao win the 2013 Confederations Cup and its first Olympic gold medal at the 2016 Rio de Janeiro Games. .But he has yet to win a major title with the national team, and there was cause for concern over his participation in this year’s competition when he limped out of the action in the 80th minute after receiving a knock to the ankle. .It was the same right foot Neymar has had problems with before, and the Paris St Germain forward sat on the bench with his face covered while he received treatment as Brazil saw out the match. .Their win leaves them top of Group G, followed by Switzerland in second place after the European side’s victory over Cameroon earlier on Thursday. .The South American giants, who are in search of a sixth World Cup win, will play next on Monday against Switzerland. Serbia play Cameroon on the same day.",416
417,Published On 24 Nov 2022,History-maker Ronaldo fires Portugal to 3-2 win over Ghana,Portuguese captain becomes the first man to score in five World Cups during clash against Ghana.,".Cristiano Ronaldo etched his name into the history books as the first player to score in five World Cups during Portugal’s thrilling 3-2 victory over Ghana on Thursday evening at Qatar 2022. .The 37-year-old’s thumping 61st-minute penalty put Fernando Santos’s side ahead in the Group H encounter at Stadium 974 in Doha, with the star striker keen to showcase his talents to potential new clubs following an acrimonious split this week with Manchester United. .But Portugal’s advantage did not last long with Ghana captain Andre Ayew drawing his side level in the 73rd minute. .Ayew’s strike marked the first goal by an African side at this year’s tournament and was joyously celebrated by the Black Stars’ raucous fans, who saw their team fail to take a single shot during a blunt attacking display in the first 45 minutes. .Unfortunately for them, the jubilant scenes appeared to provoke Portugal into switching on the afterburners, with Joao Felix and Rafael Leao netting twice in the following seven minutes to make it 3-1 at the 80-minute mark. .Any hopes they had of a comfortable stroll to victory, however, were undermined by Osman Bukari, who converted to make it 3-2 in the 89th minute. .A tense nine minutes of extra time followed, which drew to a close with Portugal defender Danilo clearing the ball away from near his side’s line after an error of judgement from goalkeeper Diogo Costa afforded Ghana an opportunity to snatch a dramatic leveller. .It capped a wild finish to what had been a slow-burner of a match for the first 60 minutes, but Portugal’s ability to cling on and grab all three points put themselves at the top of Group H following Uruguay and South Korea’s scoreless draw earlier on Thursday. .Portuguese supporters said they were pleased to begin the tournament with a victory, even if aspects of their side’s performance left plenty to be desired. .“The performance was not very good. But at this stage, all you want is the three points, and we got them today,” fan Joao Santos told Al Jazeera. .“And Ronaldo scored. We are so happy he did. We need to win this World Cup for him. It will be his last, and it will be a good way to say goodbye to him,” he added. .Ghanaian fans, for their part, welcomed their team’s showing even as the result went against them. .“We did well. The performance was better than I expected,” supporter George Bawuah told Al Jazeera. .“We have a really good chance of going through if we play like we did today,” he added. .Portugal are next in action on Monday against Uruguay. Ghana play South Korea on the same day. .Additional reporting by Hamza Mohamed at Stadium 974",417
418,Published On 24 Nov 2022,"‘Metro Man’, the World Cup’s accidental social media sensation",A young man from Kenya has become a fan favourite with his creative method of directing people to the metro station.,".Doha, Qatar – Abubakr Abbass, a 23-year-old from Kenya, has emerged as a firm fan favourite – and accidental social media sensation – during the football World Cup in Qatar. .Sat on a tennis-umpire chair and wearing a large foam finger, he guides the hundreds of fans visiting the historic market – called Souq Waqif – to the metro station nearby with the help of his trusted megaphone. .His helpful advice, “Metro? This way. Metro? This way,” has now become a famous catchphrase. .“We love him; we love the metro guy,” one fan said, motioning towards Abbass. .“I saw him on TikTok. I thought it was really funny. He makes me laugh; it’s such a simple task,” added a young fan dressed in a Chelsea football shirt. .People visiting the popular Souq Waqif regularly interact with Abbass, engaging in back-and-forths and creating pantomime-like scenes. .Not much is known about Abbass, but the mysterious social media star has earned plaudits for bringing enthusiasm to an otherwise mundane task. .“He’s really, really enjoying his job”, said one impressed fan. .Abbass is now inspiring other workers to join in the fun, with many of them now donning his trademark foam finger and providing fans with directions in creative ways.",418
419,Published On 24 Nov 2022,Fact check: Were three drunk Ukrainians arrested in Qatar?,A fake video ascribed to Al Jazeera claims ‘drunken’ Ukrainian football fans were detained over ‘Nazi symbols’ in Doha.,".Kyiv, Ukraine – A fake video ascribed to Al Jazeera that claims “drunken” Ukrainian football fans spread “Nazi symbols” in Doha has been circulating online since Tuesday. .In less than a minute, the video “reports” that three Ukrainians were detained after they painted a “Hitler moustache” on La’eeb, the 2022 World Cup’s mascot, and scribbled a Nazi salute next to it. .It also alleges that the Ukrainians purportedly destroyed 10 more posters in the vicinity of the Al Bayt Stadium in Doha, where the championship is taking place, before they were detained. .The video first appeared on Tuesday, November 22 and has been widely shared on social media, with some posts retweeted thousands of times. . .To a beginner’s eye, the video looks real. .The style is similar to that of Al Jazeera social media clips, but the stadium’s name is spelled incorrectly – El Beit, instead of Al Bayt, and some of the language is not in the style of Al Jazeera’s journalism. One sentence reads: “At the time of their arrest, the Ukrainians made no resistance.” Such a phrase would not have escaped our copy editors. .Mnar Adley, editor of MintPressNews, a left-wing website, was among those who sent out a tweet with the video. .At the time of writing, her post had been shared by more than 2,000 Twitter users. .“Ukrainians were arrested in Qatar after they drew swastikas on football posters,” she wrote, alongside the video, to her following of 23,300 users. . .  .User @LogKa11, who has almost 14,000 followers, wrote “Nazi Ukrainians were arrested in Qatar after they drew swastikas on football posters”, as they shared the video. The post was retweeted more than 800 times on their feed, which shares pro-Russian content. .Let’s look at it closely to understand how and why the video has been designed and spread:",419
420,Published On 24 Nov 2022,Photos: Uruguay denied by woodwork in 0-0 draw with South Korea,South Americans held to a 0-0 draw by South Korea in their opening World Cup Group H game.,".Uruguay defender Diego Godin and midfielder Federico Valverde hit the woodwork as the South Americans were held to a 0-0 draw by South Korea in their opening World Cup Group H game. .Wearing a black mask to protect a facial fracture, Son Heung-min started for the South Koreans on Thursday, yet it was teammate Hwang Ui-jo who came closest to breaking the deadlock, but he scooped his shot over the bar with the goal at his mercy. .The best chance of a pulsating first half fell to Uruguay captain Godin, whose glancing header from a corner hit the foot of the left-hand post just before the break. .Valverde fired a stinging shot in the final minute of regulation time that hit the top of the post as the two sides battled to a stalemate in front of a crowd of 41,663, with group rivals Portugal set to meet Ghana later in the evening.",420
421,Published On 24 Nov 2022,"South Korea, goalpost deny Uruguay a win",Uruguay will be disappointed that they couldn’t find a way past a resolute South Korea after twice hitting the post.,".Uruguay and South Korea tested each other in a high-paced game that ultimately lacked a killer finish, ending in a goalless draw as the two sides kicked off their World Cup campaign. .Both sets of fans spurred on their teams during a match that was entertaining even without goals, at Education City Stadium in Doha on Thursday. .Uruguay – known as La Celeste – came closest as Diego Godin hit the post with a header in the first half. Federico Valverde hit the post again in the 89th minute with a long-range effort. .South Korea also had several chances and will be frustrated that Hwang Ui-jo could not do more after he found himself unmarked in the 37th minute. .South Korean talisman Son Heung-min was fit to play with a face mask after his recent eye socket fracture. At the same time, there was only a place on the bench at first for veteran Uruguay striker Edinson Cavani who eventually replaced Luis Suarez in the second half. .Despite an array of attacking options, including Liverpool’s Darwin Nunez, Uruguay could not break the deadlock. This is the fourth stalemate of the World Cup, with several games being cagey affairs. .Despite a lack of goals, the atmosphere in the stadium was electric, with South Korean fans banging on drums throughout the game. .Al Jazeera’s Faras Ghani was at the game. “It’s just one of those games where it’s almost impossible to figure out which team has bigger support in the stands,” he said. “Every move by either side is being cheered. A sea of blue blending into the red. With the neutrals carrying both flags. And the football on show isn’t that bad either.” .Cristiano Ronaldo’s Portugal will meet Ghana later on Thursday in the group’s other match.",421
422,Published On 24 Nov 2022,Yemenis divided over support for Saudi Arabia after World Cup win,"Several leaders of the Houthi rebels initially congratulated the Saudi team, before retracting their comments.",".Among the thousands of tweets that were sent out celebrating Saudi Arabia’s shock 2-1 victory over Argentina in the World Cup on Tuesday, there were a few from unexpected sources. .“A thousand congratulations for the victory of the Saudi national team over its Argentina team. This victory put Arab football back on the map,” Dhaifallah al-Shami, a member of the political bureau of Yemen’s rebel Houthi movement, tweeted. .Why unexpected? .The Houthis have been actively fighting a war against Saudi Arabia since 2015, with the latter conducting thousands of air attacks in support of the Houthis’ enemy, the Yemeni government. .In fact, the Houthis have described Saudi Arabia as the “devil’s horn”. .So it was not surprising when al-Shami soon deleted his tweet. .Abdulqader al-Mortada, the Houthi chairman of the National Committee for Prisoners’ Affairs, was another who deleted his tweet congratulating Saudi Arabia. He also tweeted “a thousand congratulations” to the Saudi team for their win in a post later deleted. .Al-Mortada later explained that his tweet was a message of brotherhood to the people of “Hejaz and Najd”, using the names of two well-known regions in Saudi Arabia, rather than the country’s name itself. .“The wounds of our people from the House of Saud are deep … I offer my deepest apologies,” al-Mortada added. .The Houthi members’ initial posts reflect a degree of support for the Saudi team during the World Cup, which has spanned Yemen’s political divide. .Some Yemenis even took to the streets in celebration of celebrations and joy on the streets. .Videos of the celebrations have spread widely across social media, with one Yemeni user saying the Saudi win had “warmed our hearts and raised the Arabs’ head [made us proud], making Yemenis happy everywhere, as if it were the Yemeni national team”. . .Some anti-Houthi Yemenis shared the videos, with one user saying, “celebrations in Arabia Felix [Yemen], even after the air strikes exhausted them”. . .Yemen has been mired in conflict since 2014, when the Iran-allied Houthi rebel movement seized much of the northern part of the country, including the capital, Sanaa, as the government fled. In March 2015, a coalition of Arab countries led by Saudi Arabia intervened in the war with the aim of restoring the government. .The conflict has devastated the country, created one of the world’s worst humanitarian crises and over the years turned into a regional proxy war between Saudi Arabia and Iran. More than 150,000 people have been killed, including 14,500 civilians. .For some Yemenis, that simply cannot be ignored. .Mohammad Abdelwasi al-Wajeeh, a TV anchor for the Houthis’ Al Masirah channel, said he was offended by Yemeni support for Saudi Arabia. .“Whoever said that football is a soft war [soft power] method by which Westerners pass on whatever they want to billions of people … is right,” al-Wajeeh said. .“It offended me a lot when the majority congratulated the Saudi team because they are Arab … they can all go to hell.” .Another Houthi supporter on Twitter said he “did not, and will not, celebrate the Saudi national team’s win over Argentina”, before referring to the support of members of the Saudi national team for the country’s military. .",422
423,Published On 24 Nov 2022,Palestinians wave their flag high at the Qatar World Cup,"Palestinians living in Qatar, as well as those visiting, are taking advantage of the world’s attention on the World Cup to make their flag prominent.",".Doha, Qatar – The large Palestinian community in Doha knew that having the globe’s attention on Qatar during the World Cup, the world’s biggest sporting event, was an opportunity, and one they do not get very often. .“The World Cup has given us a platform to make our voice heard,” Bader, a Palestinian based in Qatar, told Al Jazeera during a night of festivities in Lusail, home to Qatar’s biggest stadium, which will host the World Cup final. .Most Palestinians were out to make their presence felt, not just with the flags, but with their attire as well. .Bader wore a T-shirt with a map of Palestine and “Free Palestine” emblazoned on it, and had a Palestinian keffiyeh (scarf) and flag wrapped around his neck. .“People from all over the world are here in Qatar and when they see us dressed like this they come up to us and ask where we are from, since Palestine is not participating in the World Cup,” said Bader. .“It gives us a chance to acquaint them with the situation in our homeland, show them our culture and narrate our history. .They know about Israel but not about Palestine. There was no Israel until it occupied Palestine.” .Nearby, a group of men and women gathered in a circle and a loud cheer went up as music began playing from a speaker. As the lyrics rang out, they began singing and dancing along to a popular Palestinian song called Dammi Falastini (My Blood is Palestinian). .Bader explains that the song tells the story of Palestine. .“The lyrics are heart-wrenching and sad, but because the Israeli occupation and our inability to be in our homeland is a part of our lives, we celebrate our identity by singing and dancing along to such songs.” .Bader, who was barely audible over the loud singing and cheering, pointed out a few Moroccan, Tunisian, Egyptian and Qatari flags amongst the crowd. .“They are not Palestinian but when they hear this song or spot our flag, they are pulled towards it, as being Muslims they support our cause and feel our pain,” he explained before going on to join the group. . .The Palestinian support has not just been limited to singing and dancing. .Social media posts show fans who, upon realising that they are being interviewed by Israeli media, have walked away from reporters. Meanwhile, others have seized the opportunity and shouted “viva Palestine!” into their microphones. .For the first time, direct flights between Tel Aviv and Doha have brought fans to the World Cup, despite the lack of official ties between Israel and Qatar. .“Putting our identity out there when the whole world is watching helps our cause,” said Asma Jaber, a Palestinian who has travelled to Qatar from the United States for the tournament. .Jaber, too, had a keffiyeh draped across her shoulders and a small Palestinian flag in her hands. .“To be able to show our identity openly and with pride is a unique feeling for Palestinians,” Jaber said, as she explained that she carried a Palestinian flag wherever she went, despite there not being many places in the world she feels comfortable waving it. .Her son Safwan had a large Palestinian flag tied around his neck. He held it up over his head and said, “this is my cape. It makes me feel like superman”. .Jaber grew up in a Jordanian refugee camp until she finished high school, and then moved to the US. .“My grandparents moved to Jordan in 1948, following the Nakba [catastrophe],” she said, referring to the forced expulsion of Palestinians in 1948 upon the creation of Israel. .Like millions of other Palestinian refugees, Jaber has never been to Palestine. .She looked around her as she stood in the middle of Lusail Boulevard, a wide road that runs from Lusail Stadium to the town centre. It has been pedestrianised and decorated with flags from participating nations. .“I can’t put into words how I feel when I see my flag being raised by so many people who are not from Palestine,” Jaber said. .She took a moment to hold back her emotions and said, “It’s as if all these people from around the world are saying, ‘We love you, we know you exist, and we are by your side.’” .“Palestinians often feel that they are facing the strongest powers in the world and fighting for their cause all on their own. .But seeing this support makes us feel stronger.”",423
424,Published On 24 Nov 2022,Apologetic Embolo gives Swiss narrow win over Cameroon,Switzerland won against Cameroon 1-0 with Cameroon-born Breel Embolo scoring on Thursday in World Cup Group G.,".Switzerland edged past Cameroon 1-0 courtesy of a goal against the run of play by Cameroon-born Breel Embolo on Thursday for an opening win in World Cup Group G. .Embolo, born in Yaounde but raised in Basel, struck three minutes into the second half after receiving the ball from a Xherdan Shaqiri cutback. .The 25-year-old forward refused to celebrate his goal as the small group of Swiss fans cheered wildly at Al Janoub Stadium. .Serbia play Brazil in the other group match later on Thursday. .The Swiss goal came after Cameroon, without a win in the World Cup for 20 years, dominated the first half but missed several good chances to take the lead. .The Indomitable Lions, who eliminated Algeria in a playoff to qualify for the tournament, had outplayed the Swiss in the first 45 minutes with quick combinations, speed, and physicality as their opponents remained toothless up front. .They carved out their first chance after 10 minutes with Bryan Mbeumo testing goalkeeper Yann Sommer but Karl Toko Ekambi sent the rebound over the bar. .The Swiss were in trouble again a little later with in-form Cameroonian forward Eric Maxim Choupo-Moting snatching the ball from an opponent to charge into the box only for Sommer to clear. .Cameroon continued to take on their opponents in one-on-one situations, while the Swiss rarely managed to get into their opponents’ box. .Switzerland, who reached the round of 16 in the two previous World Cups, struck at the start of the second half with Shaqiri cutting into the box and Embolo tapping in what proved to be the winner. .An almost identical move just past the hour almost saw the Swiss score again but Ruben Vargas’s shot was pushed wide by keeper Andre Onana.",424
425,Published On 24 Nov 2022,World Cup 2022: Switzerland edge past a spirited Cameroon,Embolo’s goal was enough to separate the two teams in a tightly fought contest at Al Janoub Stadium.,".Switzerland continued their record of not losing a World Cup opening game in their past five appearances on football’s biggest stage as they edged past a lively Cameroon side in their Group G game. .Cameroon-born forward Breel Embolo scored the winning goal for Switzerland in the first half after winger Xherdan Shaqiri slid a perfect ball across the box. .Embolo, 25, was born in Cameroon’s capital, Yaoundé, but moved to Switzerland with his family and received Swiss citizenship shortly after his 18th birthday. .After scoring Embolo raised his hands in an apologetic manner as teammates celebrated around him. He pointed toward Swiss fans behind the goal where he had scored, then to Cameroon fans at the opposite corner of Al Janoub stadium. .Cameroon were the better side in the opening half and might have had the lead as Karl Toko Ekambi, Eric-Maxim Choupo-Moting and Martin Hongla all missed good chances against a lacklustre Switzerland side that battled to get out of first gear. .But the Swiss were much improved in the second period and took the lead through Embolo’s well-worked goal. Ruben Vargas had an excellent chance to score a second but was thwarted by goalkeeper Andre Onana, even as Cameroon ran out of steam. .Brazil and Serbia complete the group and will play later today.",425
426,Published On 24 Nov 2022,World Cup 2022: What does football mean to the Middle East?,," . .For the first time in World Cup history, the tournament is being held in the Middle East. Viewed as more than just a sport in the region, football has sometimes been used to stand up against colonisation or has been a tool to legitimise a government. It has also played a role in fostering national identity. In the Middle East, the beautiful game has always been intertwined with culture, politics and history. .In this episode:  .Episode credits: .This episode was produced by Khaled Soltan and our intern Nada Shakir.  Our sound designer is George Alwer. The lead engagement producer is Aya Elmileik and the assistant engagement producer is Munera Al Dosari. Our executive producer is Omar Al Saleh. Ney Alvarez is the head of audio. The show is hosted by Sami Zeidan.  .Connect with us: .@AJEPodcasts on Twitter, Instagram, and Facebook",426
427,Published On 24 Nov 2022,Criticism of Qatar ‘excessive’ says French football chief: Report,French Football Federation President Noël Le Graët defends the decision to host the World Cup in Qatar.,".French Football Federation President Noël Le Graët has defended Qatar as the host of the 2022 World Cup, saying there has been “an excessive campaign” against the country. .In an interview to the French channel RTL, Le Graët said: ” I believe this country [Qatar] is what it is. I look at the football side. It is up to the politicians to do their job.” .His comments mirror a similar sentiment to the one FIFA President Gianni Infantino has expressed, requesting participating countries to “focus on the football”. .Qatar won its bid to host the global football tournament in 2010 but has since faced a barrage of criticism on the rights of workers, the LGBTQ community and others. However, many experts have also accused the West of hypocrisy in the manner in which Qatar has been targeted. The country has also faced racist stereotyping — including in a French cartoon recently. .In his interview, Le Graët pointed out that Qatar and France have a strong economic partnership. “The two governments get along not so badly,” he said. He later used the Qatari businessman Nasser bin Ghanim al-Khelaifi’s ownership of French football club Paris Saint-Germain as an example. .Le Graët also hailed the World Cup as a success so far, “the proof is that the [TV] record was beaten on Tuesday evening; the bistros and cafes were full everywhere”. The French football boss had earlier said he would rather France captain Hugo Lloris not wear the “One Love” armband at the World Cup. .The captains of seven European teams had planned to wear the rainbow-coloured armbands as part of an anti-discrimination campaign but backed down after FIFA threatened disciplinary action. .“It’s not that I’m not in favour of this armband, but sometimes I think we want to lecture others so much that we should also look at what’s happening in our country,” Le Graët had said.",427
